covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
expr	0.2935360362738995	1.341161509002843	0.2609458545699985	-0.21790844059832432	0.8049805131461234	0.8041990702815155	2.236652913066824	0.0	1.124892505985983	0.2606345879701548	1.9398995429005632
