Ensembl_ID	score	mean	detect_prop
ENSG00000084674	15.131902802877727	6.911899722312368	0.9486607142857143
ENSG00000186009	15.084041027466016	4.121274772884708	0.7767857142857143
ENSG00000167653	15.064137512313053	9.97804400055027	0.9955357142857143
ENSG00000114374	15.006233616430247	7.006222883283444	0.9285714285714286
ENSG00000169876	14.975113015826905	11.548705560164851	0.9799107142857143
ENSG00000187908	14.9727689075295	12.343966928595279	0.9977678571428571
ENSG00000275896	14.96840447812465	7.552324690326647	0.9821428571428571
ENSG00000100604	14.910278025328804	7.278459619629997	0.9709821428571429
ENSG00000164816	14.838870870259091	2.9393158455668407	0.49776785714285715
ENSG00000113722	14.801288034311138	8.649534152403797	0.9732142857142857
ENSG00000123407	14.6741755855291	3.709692372910685	0.6049107142857143
ENSG00000263639	14.663259719861122	7.17008364042609	0.9397321428571429
ENSG00000241794	14.660343430967933	3.192323702268312	0.5736607142857143
ENSG00000204019	14.575268228255252	4.789211489877883	0.7209821428571429
ENSG00000169347	14.52557057471966	8.621729482820415	0.9709821428571429
ENSG00000168955	14.484764986933191	8.173550363983017	0.953125
ENSG00000185479	14.407476100308799	6.7550710369400635	0.9241071428571429
ENSG00000226278	14.281242612816301	4.358933813242035	0.6517857142857143
ENSG00000198930	14.257019622640623	4.306910382541788	0.7678571428571429
ENSG00000186081	14.160292789658087	5.464875360650522	0.9642857142857143
ENSG00000282651	14.0751919122783	6.900079348577575	0.9196428571428571
ENSG00000180818	14.041498254988113	7.162495073625094	0.9174107142857143
ENSG00000134757	13.909633558530098	7.041101394813593	0.9397321428571429
ENSG00000115593	13.893085023727451	4.4087759082919975	0.78125
ENSG00000175084	13.878828370018756	12.24134069571642	0.9977678571428571
ENSG00000169474	13.822260393885719	3.810233187557004	0.6808035714285714
ENSG00000167755	13.802372013744428	7.385287287790745	0.9441964285714286
ENSG00000275216	13.763380232568387	6.196951280168757	0.8794642857142857
ENSG00000205922	13.709911855355864	8.230070229335919	0.9821428571428571
ENSG00000145384	13.704887775390345	5.504921508549932	0.8638392857142857
ENSG00000163735	13.549737889852372	9.876868957723598	0.9955357142857143
ENSG00000117983	13.505261397050441	10.864396239198019	1.0
ENSG00000184502	13.476141285524978	3.6153699287780583	0.6852678571428571
ENSG00000122711	13.46778726831649	7.080557112563608	0.96875
ENSG00000157005	13.432122268210668	5.105640222708728	0.8214285714285714
ENSG00000233041	13.429656102483513	9.973615925218292	0.9799107142857143
ENSG00000197353	13.346956395077676	5.169359458329622	0.8459821428571429
ENSG00000172461	13.339295207528062	6.307998434198631	0.8928571428571429
ENSG00000007216	13.334954298459666	5.870568161292437	0.8794642857142857
ENSG00000164822	13.294040379060172	2.8812814165507556	0.5111607142857143
ENSG00000166869	13.259440212967947	5.877661599158217	0.8928571428571429
ENSG00000096006	13.104433194551639	3.6653343777768064	0.703125
ENSG00000118137	13.103674168848315	6.283149715457	0.9732142857142857
ENSG00000125285	13.079368484580161	6.167817309734459	0.9040178571428571
ENSG00000112818	13.0387344599242	7.4283550736505735	0.9732142857142857
ENSG00000185686	13.00444417207848	6.101369954242001	0.9196428571428571
ENSG00000179914	12.946867049083101	7.210702891716734	0.9665178571428571
ENSG00000163286	12.941824504301518	5.850517077294389	0.8950892857142857
ENSG00000066405	12.912110319865635	13.176432605573964	1.0
ENSG00000175329	12.896599316699175	4.172999698356996	0.734375
ENSG00000134240	12.870805106052218	10.390670196425097	0.9821428571428571
ENSG00000187258	12.829004571648802	5.469560644916528	0.8683035714285714
ENSG00000165246	12.828844937040403	5.858315707451284	0.8035714285714286
ENSG00000110245	12.801976248203257	3.571237628679198	0.6540178571428571
