Ensembl_ID	score	mean	detect_prop
ENSG00000182333	32.0386391480921	7.800067955651928	0.8571428571428571
ENSG00000169605	30.409767192358334	7.329039911197641	0.8549107142857143
ENSG00000229859	26.11123863073933	4.775363426660826	0.6808035714285714
ENSG00000183607	24.564911211045576	6.443760172455761	0.8348214285714286
ENSG00000129824	23.542626667327653	8.479183353762156	0.8772321428571429
ENSG00000172016	23.463984012848126	7.905821692207345	0.8973214285714286
ENSG00000229807	23.448511018280964	6.470265932056406	0.8705357142857143
ENSG00000096088	22.66865540310346	12.253353089102905	0.9933035714285714
ENSG00000221867	21.842930901426	4.495796478455597	0.6004464285714286
ENSG00000115386	20.564698552218086	11.710952755373528	0.984375
ENSG00000197172	19.96010880618006	3.991879853792828	0.5625
ENSG00000163586	19.741648624997246	7.757341856572579	0.9129464285714286
ENSG00000163209	19.359886534727195	4.616759434350589	0.7388392857142857
ENSG00000198788	18.99460720143216	9.278079361343037	0.9754464285714286
ENSG00000102837	18.889297490744788	13.287486980988644	0.9933035714285714
ENSG00000134184	18.639840037135432	5.486434684990593	0.7410714285714286
ENSG00000184956	18.40691972073896	11.22287203666697	0.9977678571428571
ENSG00000012817	18.306899779728035	7.23631648328662	0.8616071428571429
ENSG00000125999	18.247469691944993	9.780304423299965	0.9732142857142857
ENSG00000171431	17.909862671741674	8.86453048344157	0.9620535714285714
ENSG00000215182	17.864982782205438	12.403404038945405	0.9933035714285714
ENSG00000160181	17.78999699524931	10.068513659394458	0.9866071428571429
ENSG00000067048	17.737216044811667	7.622309441654698	0.921875
ENSG00000090402	17.66584102539065	7.843465363009581	0.921875
ENSG00000131002	17.506852760723344	6.758046864822966	0.8325892857142857
ENSG00000213401	17.465565261171935	3.6318965904401734	0.5580357142857143
ENSG00000205420	17.392359176173876	6.147941362524397	0.9107142857142857
ENSG00000169469	17.233711986919616	4.926305714091819	0.7946428571428571
ENSG00000147381	17.180793559302145	2.8329015985780974	0.41964285714285715
ENSG00000171401	17.069857009375824	4.418679901129092	0.8013392857142857
ENSG00000198692	16.966210067192424	6.307206982894078	0.7790178571428571
ENSG00000170477	16.76554711729401	4.045596408219452	0.7700892857142857
ENSG00000134812	16.73718934797665	5.71097893006221	0.8660714285714286
ENSG00000165066	16.521453490370636	6.113905195078679	0.8482142857142857
ENSG00000172023	16.45478056406601	4.457598161467711	0.7276785714285714
ENSG00000143556	16.262020154542512	4.029355726071981	0.6875
ENSG00000183878	16.014906239683935	6.36741237026204	0.8125
ENSG00000134193	15.995869757763847	12.03270175869919	0.9866071428571429
ENSG00000256713	15.972372203026739	3.4389136616415	0.625
ENSG00000131142	15.886965473710116	6.023190063508404	0.8995535714285714
ENSG00000110244	15.846788766015669	3.585010389295936	0.5982142857142857
ENSG00000168631	15.668783172300317	10.15305456732319	0.9955357142857143
ENSG00000105675	15.540210025253396	4.278607584085482	0.7924107142857143
ENSG00000016490	15.427359113561803	4.625965979320628	0.7879464285714286
ENSG00000067646	15.281542376820957	6.206311120886086	0.8013392857142857
ENSG00000174358	15.258770784858184	7.829995900604332	0.9330357142857143
