target	rank	score	mean	detect_prop
ENSG00000066405	95	12.912110319865635	13.176432605573964	1.0
ENSG00000141736	5306	2.87814600687355	13.910501664057394	1.0
ENSG00000120217	10372	2.088310541174686	8.267794365382379	1.0
